system,year,mlbam_id,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
Steamer Razzball,2013,502126.0,122.0,398.0,49.0,105.0,23.0,3.0,13.0,53.0,5.0,3.0,41.0,76.0,3.0,3.0,2.0,3.0,
Steamer Razzball,2013,477165.0,122.0,420.0,57.0,109.0,22.0,1.0,15.0,55.0,1.0,1.0,36.0,118.0,3.0,8.0,2.0,3.0,
Steamer Razzball,2013,518960.0,122.0,407.0,48.0,110.0,20.0,3.0,11.0,53.0,4.0,2.0,34.0,68.0,1.0,4.0,2.0,3.0,
Steamer Razzball,2013,435041.0,122.0,402.0,57.0,99.0,22.0,1.0,19.0,64.0,1.0,1.0,43.0,74.0,2.0,15.0,1.0,3.0,
Steamer Razzball,2013,454560.0,122.0,359.0,43.0,89.0,18.0,1.0,7.0,40.0,1.0,1.0,55.0,79.0,6.0,6.0,3.0,3.0,
Steamer Razzball,2013,521692.0,122.0,422.0,50.0,120.0,24.0,1.0,11.0,55.0,1.0,1.0,21.0,43.0,2.0,3.0,2.0,3.0,
Steamer Razzball,2013,430948.0,122.0,382.0,46.0,101.0,21.0,1.0,7.0,44.0,3.0,2.0,41.0,44.0,3.0,2.0,3.0,3.0,
Steamer Razzball,2013,488671.0,122.0,358.0,52.0,92.0,21.0,2.0,12.0,50.0,2.0,1.0,54.0,95.0,3.0,3.0,3.0,3.0,
Steamer Razzball,2013,435063.0,122.0,395.0,62.0,99.0,20.0,2.0,22.0,66.0,2.0,1.0,54.0,120.0,3.0,6.0,1.0,3.0,
Steamer Razzball,2013,434540.0,122.0,415.0,59.0,109.0,25.0,2.0,18.0,63.0,2.0,1.0,38.0,92.0,3.0,2.0,2.0,4.0,
Steamer Razzball,2013,120074.0,107.0,352.0,59.0,98.0,24.0,1.0,18.0,63.0,0.0,0.0,54.0,68.0,10.0,2.0,1.0,3.0,
Steamer Razzball,2013,446263.0,122.0,391.0,50.0,98.0,22.0,1.0,15.0,55.0,1.0,1.0,46.0,97.0,2.0,5.0,2.0,3.0,
Steamer Razzball,2013,543108.0,122.0,395.0,51.0,108.0,20.0,3.0,11.0,53.0,5.0,3.0,29.0,67.0,2.0,4.0,3.0,3.0,
Steamer Razzball,2013,425491.0,122.0,408.0,50.0,107.0,24.0,1.0,13.0,54.0,1.0,1.0,31.0,81.0,4.0,5.0,2.0,3.0,
Steamer Razzball,2013,430585.0,122.0,402.0,55.0,103.0,21.0,2.0,18.0,63.0,1.0,1.0,45.0,106.0,4.0,2.0,1.0,3.0,
Steamer Razzball,2013,459431.0,122.0,409.0,51.0,96.0,20.0,2.0,13.0,47.0,11.0,6.0,43.0,109.0,1.0,2.0,2.0,3.0,
Steamer Razzball,2013,150229.0,122.0,413.0,50.0,112.0,20.0,3.0,12.0,54.0,1.0,1.0,22.0,53.0,4.0,5.0,2.0,3.0,
Steamer Razzball,2013,407886.0,122.0,408.0,57.0,105.0,22.0,1.0,20.0,66.0,1.0,0.0,41.0,98.0,3.0,5.0,1.0,3.0,
Steamer Razzball,2013,460060.0,122.0,372.0,39.0,94.0,20.0,3.0,5.0,40.0,9.0,4.0,35.0,75.0,0.0,2.0,3.0,3.0,
Steamer Razzball,2013,434778.0,122.0,419.0,57.0,110.0,22.0,1.0,20.0,65.0,1.0,1.0,35.0,100.0,4.0,5.0,1.0,4.0,
Steamer Razzball,2013,434604.0,122.0,414.0,55.0,113.0,22.0,1.0,19.0,64.0,1.0,1.0,30.0,103.0,2.0,6.0,1.0,3.0,
Steamer Razzball,2013,488771.0,122.0,371.0,43.0,92.0,20.0,2.0,8.0,42.0,2.0,1.0,42.0,76.0,2.0,2.0,2.0,3.0,
Steamer Razzball,2013,407885.0,122.0,394.0,42.0,98.0,20.0,1.0,6.0,40.0,5.0,2.0,31.0,65.0,1.0,5.0,3.0,3.0,
Steamer Razzball,2013,453211.0,122.0,389.0,50.0,90.0,16.0,2.0,10.0,44.0,18.0,7.0,41.0,127.0,1.0,4.0,3.0,3.0,
Steamer Razzball,2013,456781.0,122.0,390.0,35.0,100.0,19.0,2.0,3.0,37.0,5.0,3.0,25.0,67.0,1.0,3.0,2.0,3.0,
Steamer Razzball,2013,474892.0,122.0,391.0,59.0,100.0,21.0,1.0,23.0,66.0,2.0,2.0,49.0,118.0,1.0,3.0,1.0,3.0,
Steamer Razzball,2013,150289.0,122.0,376.0,54.0,79.0,16.0,2.0,18.0,54.0,1.0,1.0,66.0,131.0,4.0,6.0,1.0,3.0,
Steamer Razzball,2013,542963.0,122.0,400.0,39.0,102.0,22.0,1.0,6.0,44.0,2.0,1.0,26.0,56.0,2.0,3.0,2.0,3.0,
Steamer Razzball,2013,488721.0,122.0,372.0,51.0,95.0,19.0,4.0,10.0,46.0,11.0,4.0,28.0,85.0,1.0,5.0,3.0,3.0,
Steamer Razzball,2013,425796.0,122.0,398.0,46.0,101.0,23.0,2.0,11.0,50.0,4.0,3.0,26.0,82.0,5.0,5.0,2.0,3.0,
Steamer Razzball,2013,461235.0,122.0,412.0,56.0,102.0,23.0,1.0,19.0,62.0,3.0,2.0,38.0,114.0,2.0,5.0,1.0,4.0,
Steamer Razzball,2013,524968.0,122.0,405.0,51.0,108.0,21.0,1.0,17.0,56.0,1.0,0.0,31.0,78.0,4.0,3.0,2.0,3.0,
Steamer Razzball,2013,431145.0,122.0,371.0,44.0,88.0,17.0,0.0,11.0,46.0,5.0,2.0,47.0,74.0,3.0,5.0,2.0,3.0,
Steamer Razzball,2013,452252.0,122.0,398.0,53.0,104.0,20.0,2.0,17.0,58.0,1.0,1.0,34.0,86.0,3.0,2.0,2.0,3.0,
Steamer Razzball,2013,448801.0,122.0,413.0,58.0,109.0,22.0,1.0,23.0,67.0,2.0,1.0,34.0,128.0,5.0,4.0,1.0,3.0,
Steamer Razzball,2013,502082.0,122.0,396.0,48.0,102.0,22.0,2.0,14.0,54.0,2.0,2.0,28.0,72.0,2.0,5.0,2.0,3.0,
Steamer Razzball,2013,448602.0,122.0,377.0,56.0,85.0,19.0,1.0,21.0,59.0,2.0,1.0,59.0,138.0,3.0,5.0,2.0,3.0,
Steamer Razzball,2013,434563.0,99.0,323.0,42.0,90.0,22.0,0.0,9.0,44.0,2.0,1.0,34.0,45.0,7.0,7.0,1.0,3.0,
Steamer Razzball,2013,425496.0,107.0,366.0,50.0,95.0,23.0,1.0,14.0,53.0,2.0,1.0,35.0,89.0,3.0,3.0,1.0,3.0,
Steamer Razzball,2013,455104.0,122.0,343.0,51.0,79.0,17.0,1.0,13.0,46.0,4.0,2.0,53.0,90.0,3.0,4.0,3.0,3.0,
Steamer Razzball,2013,452239.0,122.0,386.0,50.0,88.0,17.0,2.0,17.0,54.0,9.0,4.0,45.0,139.0,1.0,4.0,2.0,3.0,
Steamer Razzball,2013,444432.0,122.0,414.0,58.0,108.0,20.0,2.0,22.0,68.0,3.0,2.0,29.0,105.0,4.0,3.0,1.0,4.0,
Steamer Razzball,2013,452220.0,110.0,341.0,42.0,84.0,21.0,3.0,7.0,40.0,2.0,1.0,38.0,79.0,2.0,2.0,3.0,3.0,
Steamer Razzball,2013,456078.0,122.0,381.0,45.0,93.0,20.0,1.0,14.0,51.0,1.0,1.0,34.0,96.0,2.0,5.0,2.0,3.0,
Steamer Razzball,2013,501647.0,122.0,407.0,57.0,110.0,22.0,1.0,25.0,72.0,3.0,2.0,25.0,90.0,2.0,2.0,2.0,3.0,
Steamer Razzball,2013,461858.0,122.0,390.0,49.0,93.0,20.0,2.0,16.0,54.0,2.0,1.0,33.0,88.0,0.0,4.0,3.0,3.0,
Steamer Razzball,2013,588751.0,122.0,380.0,33.0,94.0,18.0,3.0,5.0,37.0,4.0,2.0,21.0,71.0,0.0,2.0,3.0,3.0,
Steamer Razzball,2013,453895.0,122.0,353.0,37.0,78.0,17.0,2.0,3.0,30.0,9.0,4.0,32.0,75.0,1.0,4.0,3.0,3.0,
Steamer Razzball,2013,425549.0,122.0,378.0,37.0,89.0,21.0,1.0,8.0,41.0,1.0,1.0,25.0,80.0,3.0,5.0,3.0,3.0,
Steamer Razzball,2013,457454.0,122.0,387.0,49.0,90.0,20.0,2.0,17.0,55.0,1.0,1.0,35.0,122.0,1.0,3.0,2.0,3.0,
Steamer Razzball,2013,467827.0,96.0,304.0,40.0,86.0,17.0,3.0,6.0,36.0,7.0,4.0,27.0,58.0,6.0,3.0,2.0,2.0,
Steamer Razzball,2013,434158.0,99.0,346.0,51.0,83.0,14.0,3.0,19.0,55.0,6.0,3.0,44.0,104.0,2.0,4.0,1.0,3.0,
Steamer Razzball,2013,435263.0,99.0,316.0,43.0,81.0,17.0,0.0,14.0,48.0,2.0,1.0,38.0,58.0,6.0,2.0,2.0,3.0,
Steamer Razzball,2013,407893.0,87.0,308.0,48.0,80.0,17.0,1.0,17.0,53.0,1.0,1.0,40.0,60.0,2.0,5.0,1.0,3.0,
Steamer Razzball,2013,450317.0,122.0,390.0,50.0,89.0,19.0,1.0,20.0,58.0,1.0,1.0,28.0,109.0,2.0,3.0,2.0,3.0,
Steamer Razzball,2013,407781.0,82.0,323.0,41.0,82.0,18.0,1.0,7.0,42.0,2.0,1.0,19.0,64.0,1.0,6.0,2.0,3.0,
Steamer Razzball,2013,430611.0,87.0,314.0,43.0,81.0,17.0,2.0,14.0,49.0,2.0,1.0,29.0,80.0,2.0,4.0,1.0,3.0,
Steamer Razzball,2013,518991.0,81.0,277.0,37.0,69.0,11.0,3.0,3.0,24.0,16.0,7.0,28.0,59.0,1.0,2.0,3.0,2.0,
Steamer Razzball,2013,598265.0,89.0,263.0,36.0,71.0,17.0,2.0,5.0,31.0,6.0,4.0,30.0,52.0,1.0,3.0,2.0,2.0,
Steamer Razzball,2013,,69.0,242.0,38.0,73.0,14.0,2.0,4.0,26.0,9.0,5.0,24.0,38.0,1.0,5.0,3.0,2.0,
Steamer Razzball,2013,456488.0,92.0,280.0,31.0,75.0,14.0,1.0,4.0,31.0,14.0,6.0,17.0,38.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,115732.0,81.0,238.0,32.0,64.0,15.0,1.0,6.0,31.0,1.0,1.0,35.0,47.0,2.0,2.0,1.0,2.0,
Steamer Razzball,2013,457574.0,81.0,263.0,32.0,76.0,16.0,1.0,4.0,32.0,2.0,1.0,16.0,33.0,1.0,3.0,1.0,2.0,
Steamer Razzball,2013,406878.0,81.0,252.0,34.0,64.0,17.0,1.0,4.0,26.0,7.0,3.0,24.0,43.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,456121.0,81.0,262.0,32.0,70.0,13.0,2.0,6.0,30.0,6.0,3.0,22.0,43.0,1.0,2.0,1.0,2.0,
Steamer Razzball,2013,518735.0,77.0,248.0,32.0,65.0,14.0,1.0,7.0,33.0,0.0,0.0,33.0,52.0,2.0,2.0,1.0,2.0,
Steamer Razzball,2013,425903.0,91.0,248.0,36.0,63.0,14.0,1.0,11.0,37.0,1.0,0.0,33.0,59.0,2.0,6.0,1.0,2.0,
Steamer Razzball,2013,543459.0,81.0,267.0,29.0,71.0,13.0,2.0,3.0,26.0,4.0,2.0,16.0,34.0,1.0,3.0,2.0,2.0,
Steamer Razzball,2013,425206.0,81.0,236.0,28.0,65.0,10.0,2.0,1.0,22.0,4.0,2.0,25.0,35.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,453923.0,81.0,241.0,28.0,57.0,10.0,2.0,3.0,23.0,11.0,5.0,31.0,60.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,502226.0,81.0,241.0,32.0,65.0,11.0,2.0,3.0,25.0,10.0,4.0,19.0,45.0,1.0,5.0,2.0,2.0,
Steamer Razzball,2013,518577.0,81.0,259.0,31.0,66.0,13.0,1.0,6.0,27.0,6.0,3.0,23.0,53.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,458085.0,81.0,243.0,27.0,62.0,14.0,1.0,4.0,26.0,4.0,2.0,25.0,39.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,434661.0,81.0,251.0,35.0,59.0,13.0,1.0,8.0,30.0,6.0,2.0,31.0,52.0,1.0,3.0,2.0,2.0,
Steamer Razzball,2013,434658.0,81.0,243.0,30.0,63.0,13.0,2.0,4.0,26.0,17.0,6.0,16.0,50.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,460051.0,81.0,236.0,28.0,62.0,11.0,2.0,1.0,22.0,10.0,3.0,19.0,27.0,0.0,2.0,2.0,2.0,
Steamer Razzball,2013,430895.0,86.0,242.0,29.0,63.0,14.0,0.0,3.0,26.0,7.0,3.0,21.0,34.0,1.0,3.0,2.0,2.0,
Steamer Razzball,2013,518614.0,81.0,242.0,25.0,61.0,12.0,3.0,3.0,26.0,2.0,1.0,23.0,46.0,2.0,2.0,2.0,2.0,
Steamer Razzball,2013,455126.0,81.0,251.0,30.0,70.0,16.0,2.0,7.0,34.0,2.0,1.0,17.0,52.0,2.0,2.0,1.0,2.0,
Steamer Razzball,2013,448605.0,81.0,256.0,33.0,66.0,15.0,1.0,8.0,33.0,7.0,4.0,24.0,68.0,1.0,2.0,1.0,2.0,
Steamer Razzball,2013,444379.0,81.0,225.0,29.0,56.0,12.0,1.0,5.0,26.0,2.0,1.0,33.0,35.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,547982.0,81.0,231.0,34.0,64.0,14.0,2.0,6.0,30.0,8.0,4.0,19.0,39.0,2.0,2.0,2.0,2.0,
Steamer Razzball,2013,452672.0,81.0,225.0,26.0,60.0,10.0,0.0,4.0,25.0,1.0,0.0,30.0,28.0,6.0,3.0,2.0,2.0,
Steamer Razzball,2013,150020.0,81.0,242.0,27.0,63.0,13.0,1.0,4.0,27.0,2.0,1.0,21.0,32.0,1.0,3.0,2.0,2.0,
Steamer Razzball,2013,476633.0,81.0,242.0,30.0,63.0,13.0,1.0,8.0,32.0,1.0,0.0,27.0,50.0,2.0,2.0,1.0,2.0,
Steamer Razzball,2013,502003.0,81.0,241.0,30.0,59.0,14.0,1.0,6.0,28.0,3.0,2.0,28.0,62.0,0.0,2.0,2.0,2.0,
Steamer Razzball,2013,455759.0,81.0,242.0,33.0,56.0,15.0,0.0,9.0,31.0,6.0,3.0,31.0,61.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,400098.0,81.0,239.0,32.0,59.0,12.0,1.0,10.0,34.0,1.0,0.0,29.0,56.0,4.0,5.0,1.0,2.0,
Steamer Razzball,2013,460055.0,86.0,267.0,32.0,67.0,15.0,0.0,10.0,37.0,2.0,1.0,21.0,63.0,2.0,2.0,1.0,2.0,
Steamer Razzball,2013,571448.0,81.0,253.0,30.0,70.0,16.0,1.0,8.0,35.0,1.0,0.0,15.0,29.0,1.0,2.0,1.0,2.0,
Steamer Razzball,2013,458210.0,81.0,238.0,27.0,59.0,12.0,1.0,2.0,22.0,10.0,4.0,18.0,36.0,0.0,2.0,2.0,2.0,
Steamer Razzball,2013,501983.0,81.0,238.0,31.0,65.0,15.0,1.0,9.0,35.0,4.0,2.0,23.0,54.0,1.0,1.0,1.0,2.0,
Steamer Razzball,2013,425766.0,81.0,239.0,28.0,64.0,14.0,1.0,5.0,28.0,1.0,1.0,21.0,32.0,4.0,1.0,2.0,2.0,
Steamer Razzball,2013,430404.0,81.0,239.0,34.0,58.0,12.0,1.0,10.0,34.0,2.0,1.0,30.0,77.0,2.0,5.0,1.0,2.0,
Steamer Razzball,2013,460099.0,81.0,243.0,33.0,61.0,12.0,1.0,10.0,34.0,4.0,2.0,27.0,55.0,1.0,3.0,1.0,2.0,
Steamer Razzball,2013,502110.0,81.0,240.0,28.0,64.0,13.0,1.0,7.0,30.0,1.0,0.0,21.0,51.0,0.0,2.0,1.0,2.0,
Steamer Razzball,2013,543590.0,81.0,254.0,30.0,60.0,14.0,1.0,7.0,28.0,3.0,2.0,23.0,77.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,571976.0,81.0,245.0,32.0,62.0,12.0,2.0,9.0,34.0,2.0,1.0,24.0,61.0,1.0,2.0,1.0,2.0,
Steamer Razzball,2013,453400.0,81.0,249.0,28.0,65.0,14.0,2.0,7.0,33.0,2.0,1.0,16.0,65.0,2.0,3.0,1.0,2.0,
Steamer Razzball,2013,116380.0,81.0,244.0,29.0,60.0,13.0,1.0,8.0,31.0,2.0,1.0,24.0,50.0,3.0,2.0,1.0,2.0,
Steamer Razzball,2013,467092.0,81.0,243.0,28.0,63.0,13.0,1.0,8.0,32.0,1.0,1.0,21.0,44.0,4.0,2.0,2.0,2.0,
Steamer Razzball,2013,502317.0,81.0,256.0,33.0,65.0,12.0,2.0,10.0,36.0,3.0,2.0,18.0,64.0,1.0,4.0,1.0,2.0,
Steamer Razzball,2013,519048.0,81.0,237.0,33.0,63.0,14.0,1.0,10.0,35.0,1.0,1.0,22.0,49.0,3.0,2.0,2.0,2.0,
Steamer Razzball,2013,572821.0,81.0,245.0,27.0,61.0,12.0,2.0,4.0,25.0,5.0,3.0,16.0,42.0,0.0,2.0,2.0,2.0,
Steamer Razzball,2013,475253.0,81.0,236.0,30.0,55.0,11.0,0.0,9.0,30.0,1.0,0.0,32.0,55.0,2.0,1.0,1.0,2.0,
Steamer Razzball,2013,430637.0,81.0,232.0,28.0,53.0,12.0,2.0,7.0,28.0,4.0,2.0,27.0,70.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,518170.0,81.0,252.0,26.0,64.0,13.0,1.0,6.0,30.0,8.0,5.0,12.0,47.0,0.0,2.0,1.0,2.0,
Steamer Razzball,2013,150449.0,81.0,248.0,29.0,58.0,13.0,2.0,8.0,31.0,3.0,2.0,22.0,75.0,2.0,2.0,1.0,2.0,
Steamer Razzball,2013,592609.0,81.0,232.0,32.0,56.0,11.0,1.0,10.0,34.0,2.0,1.0,27.0,64.0,2.0,2.0,2.0,2.0,
Steamer Razzball,2013,518902.0,81.0,240.0,23.0,56.0,11.0,2.0,4.0,25.0,2.0,1.0,19.0,44.0,1.0,1.0,2.0,2.0,
Steamer Razzball,2013,455755.0,81.0,230.0,26.0,54.0,12.0,0.0,3.0,23.0,3.0,2.0,20.0,35.0,2.0,3.0,2.0,2.0,
Steamer Razzball,2013,503556.0,81.0,232.0,24.0,58.0,13.0,1.0,3.0,23.0,2.0,2.0,15.0,30.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,429711.0,81.0,234.0,26.0,57.0,11.0,1.0,5.0,26.0,5.0,2.0,19.0,49.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,430592.0,81.0,234.0,24.0,57.0,13.0,2.0,4.0,25.0,1.0,1.0,17.0,52.0,2.0,1.0,2.0,2.0,
Steamer Razzball,2013,458501.0,81.0,245.0,23.0,63.0,15.0,1.0,4.0,28.0,1.0,1.0,10.0,33.0,0.0,2.0,2.0,2.0,
Steamer Razzball,2013,519023.0,81.0,234.0,28.0,57.0,13.0,0.0,9.0,32.0,1.0,1.0,21.0,44.0,3.0,2.0,2.0,2.0,
Steamer Razzball,2013,519083.0,81.0,230.0,29.0,51.0,11.0,1.0,8.0,29.0,4.0,2.0,28.0,59.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,435559.0,81.0,240.0,24.0,58.0,12.0,0.0,6.0,27.0,1.0,1.0,16.0,38.0,1.0,3.0,2.0,2.0,
Steamer Razzball,2013,464433.0,81.0,252.0,30.0,64.0,15.0,1.0,11.0,37.0,2.0,1.0,14.0,72.0,2.0,2.0,1.0,2.0,
Steamer Razzball,2013,518625.0,81.0,227.0,27.0,58.0,12.0,1.0,7.0,28.0,1.0,0.0,16.0,32.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,446653.0,81.0,216.0,26.0,48.0,11.0,1.0,4.0,23.0,2.0,1.0,26.0,54.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,465753.0,81.0,230.0,24.0,53.0,11.0,2.0,3.0,22.0,4.0,2.0,16.0,60.0,1.0,2.0,2.0,2.0,
Steamer Razzball,2013,452095.0,81.0,225.0,30.0,50.0,11.0,1.0,10.0,30.0,2.0,1.0,28.0,78.0,1.0,4.0,2.0,2.0,
Steamer Razzball,2013,407833.0,81.0,230.0,25.0,52.0,11.0,1.0,8.0,28.0,0.0,0.0,24.0,62.0,3.0,3.0,2.0,2.0,
Steamer Razzball,2013,150040.0,81.0,230.0,25.0,52.0,11.0,1.0,5.0,25.0,3.0,1.0,19.0,55.0,0.0,3.0,2.0,2.0,
Steamer Razzball,2013,432928.0,71.0,214.0,28.0,51.0,12.0,1.0,9.0,30.0,2.0,1.0,21.0,54.0,2.0,2.0,1.0,2.0,
Steamer Razzball,2013,121347.0,53.0,190.0,27.0,49.0,9.0,0.0,8.0,29.0,2.0,1.0,22.0,45.0,1.0,2.0,0.0,2.0,
Steamer Razzball,2013,,66.0,185.0,22.0,51.0,9.0,1.0,3.0,20.0,3.0,1.0,15.0,31.0,1.0,1.0,2.0,2.0,
Steamer Razzball,2013,430321.0,66.0,208.0,24.0,57.0,12.0,0.0,7.0,29.0,1.0,0.0,10.0,38.0,1.0,2.0,1.0,2.0,
Steamer Razzball,2013,453269.0,71.0,198.0,24.0,51.0,11.0,1.0,7.0,26.0,2.0,1.0,15.0,43.0,1.0,2.0,1.0,2.0,
Steamer Razzball,2013,456655.0,66.0,188.0,24.0,44.0,9.0,1.0,8.0,26.0,1.0,1.0,23.0,52.0,3.0,2.0,1.0,2.0,
Steamer Razzball,2013,494686.0,66.0,194.0,24.0,50.0,11.0,1.0,8.0,26.0,1.0,0.0,12.0,49.0,1.0,3.0,1.0,2.0,
Steamer Razzball,2013,523253.0,51.0,164.0,21.0,41.0,8.0,1.0,3.0,16.0,3.0,2.0,18.0,36.0,1.0,2.0,1.0,1.0,
Steamer Razzball,2013,150484.0,71.0,197.0,24.0,48.0,10.0,1.0,8.0,27.0,2.0,1.0,13.0,33.0,1.0,1.0,1.0,2.0,
Steamer Razzball,2013,460026.0,71.0,185.0,18.0,41.0,9.0,1.0,4.0,21.0,1.0,0.0,17.0,48.0,1.0,2.0,1.0,2.0,
Steamer Razzball,2013,136460.0,71.0,195.0,19.0,45.0,10.0,0.0,5.0,23.0,1.0,1.0,10.0,42.0,1.0,2.0,1.0,2.0,
Steamer Razzball,2013,407487.0,63.0,171.0,18.0,43.0,8.0,0.0,6.0,21.0,1.0,1.0,13.0,25.0,1.0,2.0,1.0,1.0,
Steamer Razzball,2013,400140.0,51.0,158.0,20.0,40.0,9.0,0.0,5.0,20.0,1.0,0.0,16.0,47.0,1.0,1.0,1.0,1.0,
Steamer Razzball,2013,425773.0,59.0,152.0,15.0,38.0,7.0,0.0,3.0,17.0,1.0,0.0,13.0,19.0,1.0,2.0,1.0,1.0,
Steamer Razzball,2013,506560.0,56.0,150.0,14.0,38.0,8.0,2.0,2.0,16.0,3.0,2.0,8.0,20.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,408042.0,56.0,142.0,15.0,35.0,8.0,1.0,2.0,15.0,1.0,0.0,13.0,24.0,1.0,1.0,1.0,1.0,
Steamer Razzball,2013,472528.0,53.0,140.0,16.0,34.0,8.0,0.0,3.0,16.0,1.0,0.0,15.0,30.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,456124.0,56.0,148.0,17.0,37.0,9.0,0.0,6.0,20.0,1.0,0.0,11.0,31.0,1.0,2.0,1.0,1.0,
Steamer Razzball,2013,502481.0,41.0,116.0,16.0,30.0,5.0,2.0,1.0,10.0,8.0,3.0,11.0,21.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,458913.0,41.0,111.0,14.0,30.0,6.0,1.0,1.0,12.0,6.0,2.0,11.0,20.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,425556.0,48.0,136.0,16.0,34.0,8.0,0.0,5.0,19.0,1.0,0.0,12.0,37.0,1.0,1.0,1.0,1.0,
Steamer Razzball,2013,467798.0,41.0,113.0,13.0,31.0,7.0,1.0,2.0,12.0,2.0,2.0,10.0,17.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,570805.0,41.0,120.0,15.0,34.0,7.0,1.0,3.0,17.0,1.0,1.0,8.0,16.0,1.0,1.0,0.0,1.0,
Steamer Razzball,2013,453203.0,41.0,119.0,14.0,31.0,6.0,1.0,2.0,14.0,2.0,1.0,10.0,20.0,1.0,1.0,1.0,1.0,
Steamer Razzball,2013,572041.0,42.0,114.0,13.0,32.0,7.0,1.0,2.0,12.0,3.0,2.0,8.0,16.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,502100.0,41.0,118.0,15.0,32.0,6.0,2.0,3.0,14.0,2.0,2.0,8.0,22.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,453568.0,41.0,116.0,15.0,32.0,7.0,1.0,3.0,14.0,2.0,1.0,8.0,18.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,400083.0,41.0,107.0,13.0,26.0,6.0,2.0,2.0,12.0,3.0,1.0,13.0,27.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,457759.0,41.0,115.0,12.0,30.0,7.0,0.0,2.0,12.0,1.0,1.0,9.0,16.0,0.0,2.0,1.0,1.0,
Steamer Razzball,2013,488689.0,41.0,112.0,13.0,28.0,6.0,1.0,2.0,12.0,2.0,1.0,12.0,26.0,1.0,2.0,1.0,1.0,
Steamer Razzball,2013,517370.0,41.0,124.0,15.0,33.0,6.0,1.0,2.0,13.0,4.0,2.0,6.0,26.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,461882.0,41.0,114.0,13.0,30.0,7.0,0.0,3.0,14.0,1.0,1.0,10.0,24.0,1.0,1.0,0.0,1.0,
Steamer Razzball,2013,407489.0,45.0,117.0,14.0,27.0,7.0,0.0,3.0,14.0,1.0,0.0,14.0,30.0,1.0,1.0,1.0,1.0,
Steamer Razzball,2013,537953.0,41.0,104.0,14.0,26.0,7.0,0.0,2.0,12.0,1.0,1.0,12.0,23.0,0.0,2.0,1.0,1.0,
Steamer Razzball,2013,450641.0,41.0,110.0,14.0,26.0,4.0,1.0,1.0,10.0,6.0,2.0,10.0,29.0,0.0,2.0,1.0,1.0,
Steamer Razzball,2013,435401.0,41.0,109.0,11.0,29.0,6.0,1.0,1.0,11.0,1.0,0.0,10.0,19.0,1.0,1.0,1.0,1.0,
Steamer Razzball,2013,444135.0,41.0,114.0,10.0,30.0,5.0,0.0,0.0,10.0,2.0,1.0,8.0,15.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,465674.0,41.0,123.0,14.0,33.0,6.0,1.0,1.0,12.0,4.0,2.0,4.0,23.0,0.0,0.0,1.0,1.0,
Steamer Razzball,2013,,41.0,111.0,14.0,27.0,6.0,1.0,2.0,13.0,2.0,1.0,10.0,18.0,1.0,1.0,1.0,1.0,
Steamer Razzball,2013,543213.0,41.0,107.0,14.0,30.0,6.0,1.0,2.0,12.0,2.0,1.0,8.0,14.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,450204.0,41.0,114.0,14.0,28.0,7.0,0.0,3.0,14.0,1.0,1.0,11.0,24.0,0.0,1.0,0.0,1.0,
Steamer Razzball,2013,489209.0,41.0,120.0,14.0,32.0,7.0,1.0,4.0,17.0,1.0,0.0,6.0,17.0,1.0,1.0,0.0,1.0,
Steamer Razzball,2013,502125.0,41.0,120.0,16.0,31.0,7.0,2.0,5.0,18.0,1.0,1.0,8.0,31.0,0.0,1.0,1.0,1.0,
Steamer Razzball,2013,456665.0,41.0,108.0,14.0,27.0,6.0,0.0,4.0,14.0,1.0,1.0,13.0,24.0,1.0,1.0,1.0,1.0,
Steamer Razzball,2013,543743.0,41.0,112.0,12.0,30.0,6.0,1.0,2.0,12.0,2.0,1.0,8.0,17.0,0.0,1.0,1.0,1.0,
